1	237700	237850
1	521480	521630
1	714000	714150
1	785880	786030
1	805160	805310
1	805340	805490
1	840020	840170
1	848240	848390
1	848400	848550
1	856540	856690
1	873400	873550
1	873580	873730
1	886840	886990
1	911305	911455
1	911540	911690
1	919640	919790
1	919800	919950
1	937300	937450
1	937520	937670
1	937720	937870
1	950660	950810
1	950900	951050
1	954560	954710
1	954760	954910
1	954920	955070
1	968420	968570
1	999300	999450
1	1057600	1057750
1	1058640	1058790
1	1058820	1058970
1	1166180	1166330
1	1185420	1185570
1	1185685	1185835
1	1200280	1200430
1	1200500	1200650
1	1225620	1225770
1	1225885	1226035
1	1227320	1227470
1	1227565	1227715
1	1235280	1235430
1	1235525	1235675
1	1237425	1237575
1	1237605	1237755
1	1241560	1241710
1	1280080	1280230
1	1280240	1280390
1	1284740	1284890
1	1284920	1285070
1	1285100	1285250
1	1297480	1297630
1	1297640	1297790
1	1307540	1307690
1	1307740	1307890
1	1310580	1310730
1	1310740	1310890
1	1311720	1311870
1	1311920	1312070
1	1337380	1337530
1	1337540	1337690
1	1343060	1343210
1	1343220	1343370
1	1365720	1365870
1	1365920	1366070
1	1376360	1376510
1	1376580	1376730
1	1440240	1440390
1	1440980	1441130
1	1486420	1486570
1	1509100	1509250
1	1509280	1509430
1	1509480	1509630
1	1532960	1533110
1	1533120	1533270
1	1590540	1590690
1	1590745	1590895
1	1590900	1591050
1	1597225	1597375
1	1597420	1597570
1	1610280	1610430
1	1610460	1610610
1	1655840	1655990
1	1656005	1656155
1	1656180	1656330
1	1695740	1695890
1	1695920	1696070
1	1710465	1710615
1	1710620	1710770
1	1720400	1720550
1	1720600	1720750
1	1727920	1728070
1	1728080	1728230
1	1773120	1773270
1	1773280	1773430
1	1790180	1790330
1	1837760	1837910
1	1837960	1838110
1	1840500	1840650
1	1875540	1875690
1	1875760	1875910
1	1891560	1891710
1	1976360	1976510
1	1978000	1978150
1	1978200	1978350
1	2023160	2023310
1	2023360	2023510
1	2040160	2040310
1	2063740	2063890
1	2063900	2064050
1	2066980	2067130
1	2067140	2067290
1	2071520	2071670
1	2105840	2105990
1	2126680	2126830
1	2131080	2131230
1	2144540	2144690
1	2160480	2160630
1	2160640	2160790
1	2160820	2160970
1	2242840	2242990
1	2243020	2243170
1	2246580	2246730
1	2246760	2246910
1	2246925	2247075
1	2253660	2253810
1	2253840	2253990
1	2262320	2262470
1	2262620	2262770
1	2305520	2305670
1	2313260	2313410
1	2314145	2314295
1	2345920	2346070
1	2346125	2346275
1	2391340	2391490
1	2470960	2471110
1	2478360	2478510
1	2479520	2479670
1	2486420	2486570
1	2486660	2486810
1	2493445	2493595
1	2509780	2509930
1	2509940	2510090
1	2510220	2510370
1	2838720	2838870
