1	805160	805310
1	805340	805490
1	840020	840170
1	860420	860570
1	860605	860755
1	894620	894770
1	895880	896030
1	911305	911455
1	911540	911690
1	919640	919790
1	919800	919950
1	937300	937450
1	937520	937670
1	968420	968570
1	999085	999235
1	999300	999450
1	999460	999610
1	1051460	1051610
1	1051620	1051770
1	1057400	1057550
1	1057600	1057750
1	1127200	1127350
1	1200500	1200650
1	1208980	1209130
1	1209200	1209350
1	1209400	1209550
1	1225620	1225770
1	1227320	1227470
1	1227565	1227715
1	1234420	1234570
1	1234580	1234730
1	1235525	1235675
1	1237425	1237575
1	1237605	1237755
1	1270260	1270410
1	1270440	1270590
1	1307540	1307690
1	1307740	1307890
1	1310580	1310730
1	1310740	1310890
1	1334720	1334870
1	1335040	1335190
1	1337380	1337530
1	1337540	1337690
1	1342580	1342730
1	1376160	1376310
1	1376360	1376510
1	1376580	1376730
1	1534705	1534855
1	1534860	1535010
1	1535020	1535170
1	1551060	1551210
1	1597225	1597375
1	1597420	1597570
1	1610280	1610430
1	1610460	1610610
1	1710300	1710450
1	1710465	1710615
1	1710620	1710770
1	1837760	1837910
1	1837960	1838110
1	1875540	1875690
1	1891560	1891710
1	1951100	1951250
1	1976180	1976330
1	1976360	1976510
1	1978000	1978150
1	1978200	1978350
1	2023160	2023310
1	2023360	2023510
1	2040160	2040310
1	2063580	2063730
1	2063740	2063890
1	2063900	2064050
1	2071280	2071430
1	2071520	2071670
1	2105840	2105990
1	2126680	2126830
1	2210680	2210830
1	2210840	2210990
1	2313260	2313410
1	2314145	2314295
1	2345920	2346070
1	2346125	2346275
1	2361580	2361730
1	2398660	2398810
1	2398840	2398990
1	2399405	2399555
1	2399580	2399730
1	2399745	2399895
1	2455040	2455190
1	2455200	2455350
1	2457640	2457790
1	2470960	2471110
1	2477480	2477630
1	2477700	2477850
1	2479520	2479670
1	2493445	2493595
1	2578180	2578330
1	2578380	2578530
1	2578560	2578710
1	2982860	2983010
1	3200640	3200790
1	3236400	3236550
1	3236620	3236770
1	3320065	3320215
1	3333760	3333910
1	3334000	3334150
1	3341340	3341490
1	3341500	3341650
1	3347925	3348075
1	3369720	3369870
1	3369880	3370030
1	3400440	3400590
1	3400620	3400770
1	3407880	3408030
1	3418760	3418910
1	3434885	3435035
1	3450080	3450230
1	3450280	3450430
1	3481900	3482050
1	3482060	3482210
1	3531660	3531810
1	3531820	3531970
1	3532020	3532170
1	3535620	3535770
1	3535780	3535930
1	3566540	3566690
1	3566780	3566930
1	3594780	3594930
1	3594980	3595130
1	3595140	3595290
1	3599900	3600050
1	3612060	3612210
1	3612285	3612435
1	3612440	3612590
1	3634660	3634810
1	3634820	3634970
1	3641080	3641230
1	3641240	3641390
1	3643920	3644070
1	3692640	3692790
1	3702080	3702230
1	3713000	3713150
1	3773880	3774030
1	3774040	3774190
1	3817080	3817230
1	3817240	3817390
1	3827480	3827630
1	4028980	4029130
1	4029140	4029290
1	4645220	4645370
1	4645420	4645570
1	4712760	4712910
1	4716440	4716590
1	4886220	4886370
1	5061640	5061790
1	5387260	5387410
1	5387440	5387590
1	5508660	5508810
1	5570040	5570190
1	5570220	5570370
1	5574500	5574650
1	5574700	5574850
1	5574880	5575030
1	5681180	5681330
1	5805960	5806110
1	5827985	5828135
1	5828180	5828330
1	5890900	5891050
1	5907460	5907610
1	5907685	5907835
1	6035320	6035470
1	6094640	6094790
1	6094800	6094950
1	6101425	6101575
1	6101620	6101770
1	6112620	6112770
1	6112800	6112950
1	6113020	6113170
1	6113220	6113370
1	6221800	6221950
1	6240360	6240510
1	6240520	6240670
1	6245740	6245890
1	6245940	6246090
1	6259600	6259750
1	6259760	6259910
1	6265180	6265330
1	6265340	6265490
1	6266040	6266190
1	6266260	6266410
1	6266420	6266570
1	6298800	6298950
1	6299020	6299170
1	6305160	6305310
1	6306860	6307010
1	6340960	6341110
1	6403425	6403575
1	6403640	6403790
1	6408140	6408290
1	6417420	6417570
1	6464820	6464970
1	6465040	6465190
1	6474280	6474430
1	6474560	6474710
1	6483440	6483590
1	6483740	6483890
1	6497980	6498130
1	6498200	6498350
1	6500660	6500810
1	6500820	6500970
1	6500985	6501135
1	6505120	6505270
1	6505305	6505455
1	6532400	6532550
1	6532580	6532730
1	6535640	6535790
1	6535865	6536015
1	6546620	6546770
1	6550020	6550170
1	6550600	6550750
1	6583760	6583910
1	6583960	6584110
1	6614520	6614670
1	6673480	6673630
1	6673640	6673790
1	6761800	6761950
1	6780180	6780330
1	6787640	6787790
1	6950040	6950190
1	6950240	6950390
1	7106420	7106570
1	7106640	7106790
1	7130400	7130550
1	7130560	7130710
1	7135520	7135670
1	7139740	7139890
1	7268040	7268190
1	7268280	7268430
1	7278420	7278570
1	7406040	7406190
1	7406360	7406510
1	7599820	7599970
1	7600080	7600230
1	7621600	7621750
1	7621760	7621910
1	7676340	7676490
1	7676500	7676650
1	7676720	7676870
1	7727520	7727670
1	7727700	7727850
1	7729480	7729630
1	7729640	7729790
1	7962940	7963090
1	8002340	8002490
1	8002500	8002650
1	8021340	8021490
1	8021500	8021650
1	8021660	8021810
